channel_index,phase_index,phase_time,phase_score,phase_type
0,3200,2021-06-30T14:42:22.095000+00:00,1.0,P
0,3526,2021-06-30T14:42:25.355000+00:00,1.0,S
1,3200,2021-06-30T14:42:22.095000+00:00,1.0,P
1,3526,2021-06-30T14:42:25.355000+00:00,1.0,S
2,3200,2021-06-30T14:42:22.095000+00:00,1.0,P
2,3526,2021-06-30T14:42:25.355000+00:00,1.0,S
3,3200,2021-06-30T14:42:22.095000+00:00,1.0,P
3,3526,2021-06-30T14:42:25.355000+00:00,1.0,S
4,3200,2021-06-30T14:42:22.095000+00:00,1.0,P
4,3526,2021-06-30T14:42:25.355000+00:00,1.0,S
5,3199,2021-06-30T14:42:22.085000+00:00,1.0,P
5,3526,2021-06-30T14:42:25.355000+00:00,1.0,S
6,3199,2021-06-30T14:42:22.085000+00:00,1.0,P
6,3526,2021-06-30T14:42:25.355000+00:00,1.0,S
7,3199,2021-06-30T14:42:22.085000+00:00,1.0,P
7,3526,2021-06-30T14:42:25.355000+00:00,1.0,S
8,3199,2021-06-30T14:42:22.085000+00:00,1.0,P
8,3526,2021-06-30T14:42:25.355000+00:00,1.0,S
9,3199,2021-06-30T14:42:22.085000+00:00,1.0,P
9,3526,2021-06-30T14:42:25.355000+00:00,1.0,S
10,3199,2021-06-30T14:42:22.085000+00:00,1.0,P
10,3526,2021-06-30T14:42:25.355000+00:00,1.0,S
11,3199,2021-06-30T14:42:22.085000+00:00,1.0,P
11,3526,2021-06-30T14:42:25.355000+00:00,1.0,S
12,3199,2021-06-30T14:42:22.085000+00:00,1.0,P
12,3526,2021-06-30T14:42:25.355000+00:00,1.0,S
13,3199,2021-06-30T14:42:22.085000+00:00,1.0,P
13,3526,2021-06-30T14:42:25.355000+00:00,1.0,S
14,3199,2021-06-30T14:42:22.085000+00:00,1.0,P
14,3526,2021-06-30T14:42:25.355000+00:00,1.0,S
15,3199,2021-06-30T14:42:22.085000+00:00,1.0,P
15,3526,2021-06-30T14:42:25.355000+00:00,1.0,S
16,3199,2021-06-30T14:42:22.085000+00:00,1.0,P
16,3526,2021-06-30T14:42:25.355000+00:00,1.0,S
17,3199,2021-06-30T14:42:22.085000+00:00,1.0,P
17,3526,2021-06-30T14:42:25.355000+00:00,1.0,S
18,3198,2021-06-30T14:42:22.075000+00:00,1.0,P
18,3526,2021-06-30T14:42:25.355000+00:00,1.0,S
19,3198,2021-06-30T14:42:22.075000+00:00,1.0,P
19,3526,2021-06-30T14:42:25.355000+00:00,1.0,S
20,3198,2021-06-30T14:42:22.075000+00:00,1.0,P
20,3526,2021-06-30T14:42:25.355000+00:00,1.0,S
21,3198,2021-06-30T14:42:22.075000+00:00,1.0,P
21,3526,2021-06-30T14:42:25.355000+00:00,1.0,S
22,3198,2021-06-30T14:42:22.075000+00:00,1.0,P
22,3526,2021-06-30T14:42:25.355000+00:00,1.0,S
23,3198,2021-06-30T14:42:22.075000+00:00,1.0,P
23,3526,2021-06-30T14:42:25.355000+00:00,1.0,S
24,3198,2021-06-30T14:42:22.075000+00:00,1.0,P
24,3526,2021-06-30T14:42:25.355000+00:00,1.0,S
25,3198,2021-06-30T14:42:22.075000+00:00,1.0,P
25,3525,2021-06-30T14:42:25.345000+00:00,1.0,S
26,3198,2021-06-30T14:42:22.075000+00:00,1.0,P
26,3525,2021-06-30T14:42:25.345000+00:00,1.0,S
27,3198,2021-06-30T14:42:22.075000+00:00,1.0,P
27,3525,2021-06-30T14:42:25.345000+00:00,1.0,S
28,3198,2021-06-30T14:42:22.075000+00:00,1.0,P
28,3525,2021-06-30T14:42:25.345000+00:00,1.0,S
29,3198,2021-06-30T14:42:22.075000+00:00,1.0,P
29,3525,2021-06-30T14:42:25.345000+00:00,1.0,S
30,3198,2021-06-30T14:42:22.075000+00:00,1.0,P
30,3525,2021-06-30T14:42:25.345000+00:00,1.0,S
31,3198,2021-06-30T14:42:22.075000+00:00,1.0,P
31,3525,2021-06-30T14:42:25.345000+00:00,1.0,S
32,3198,2021-06-30T14:42:22.075000+00:00,1.0,P
32,3525,2021-06-30T14:42:25.345000+00:00,1.0,S
33,3198,2021-06-30T14:42:22.075000+00:00,1.0,P
33,3525,2021-06-30T14:42:25.345000+00:00,1.0,S
34,3197,2021-06-30T14:42:22.065000+00:00,1.0,P
34,3524,2021-06-30T14:42:25.335000+00:00,1.0,S
35,3197,2021-06-30T14:42:22.065000+00:00,1.0,P
35,3524,2021-06-30T14:42:25.335000+00:00,1.0,S
36,3197,2021-06-30T14:42:22.065000+00:00,1.0,P
36,3524,2021-06-30T14:42:25.335000+00:00,1.0,S
37,3197,2021-06-30T14:42:22.065000+00:00,1.0,P
37,3524,2021-06-30T14:42:25.335000+00:00,1.0,S
38,3197,2021-06-30T14:42:22.065000+00:00,1.0,P
38,3524,2021-06-30T14:42:25.335000+00:00,1.0,S
39,3197,2021-06-30T14:42:22.065000+00:00,1.0,P
39,3524,2021-06-30T14:42:25.335000+00:00,1.0,S
40,3197,2021-06-30T14:42:22.065000+00:00,1.0,P
40,3524,2021-06-30T14:42:25.335000+00:00,1.0,S
41,3197,2021-06-30T14:42:22.065000+00:00,1.0,P
41,3524,2021-06-30T14:42:25.335000+00:00,1.0,S
42,3197,2021-06-30T14:42:22.065000+00:00,1.0,P
42,3523,2021-06-30T14:42:25.325000+00:00,1.0,S
43,3197,2021-06-30T14:42:22.065000+00:00,1.0,P
43,3523,2021-06-30T14:42:25.325000+00:00,1.0,S
44,3197,2021-06-30T14:42:22.065000+00:00,1.0,P
44,3523,2021-06-30T14:42:25.325000+00:00,1.0,S
45,3197,2021-06-30T14:42:22.065000+00:00,1.0,P
45,3523,2021-06-30T14:42:25.325000+00:00,1.0,S
46,3197,2021-06-30T14:42:22.065000+00:00,1.0,P
46,3523,2021-06-30T14:42:25.325000+00:00,1.0,S
