channel_index,phase_index,phase_time,phase_score,phase_type
0,3034,2021-01-24T23:27:25.945000+00:00,1.0,P
0,3296,2021-01-24T23:27:28.565000+00:00,1.0,S
1,3034,2021-01-24T23:27:25.945000+00:00,1.0,P
1,3296,2021-01-24T23:27:28.565000+00:00,1.0,S
2,3034,2021-01-24T23:27:25.945000+00:00,1.0,P
2,3296,2021-01-24T23:27:28.565000+00:00,1.0,S
3,3034,2021-01-24T23:27:25.945000+00:00,1.0,P
3,3296,2021-01-24T23:27:28.565000+00:00,1.0,S
4,3034,2021-01-24T23:27:25.945000+00:00,1.0,P
4,3296,2021-01-24T23:27:28.565000+00:00,1.0,S
5,3034,2021-01-24T23:27:25.945000+00:00,1.0,P
5,3296,2021-01-24T23:27:28.565000+00:00,1.0,S
6,3034,2021-01-24T23:27:25.945000+00:00,1.0,P
6,3296,2021-01-24T23:27:28.565000+00:00,1.0,S
7,3034,2021-01-24T23:27:25.945000+00:00,1.0,P
7,3296,2021-01-24T23:27:28.565000+00:00,1.0,S
8,3034,2021-01-24T23:27:25.945000+00:00,1.0,P
8,3295,2021-01-24T23:27:28.555000+00:00,1.0,S
9,3034,2021-01-24T23:27:25.945000+00:00,1.0,P
9,3295,2021-01-24T23:27:28.555000+00:00,1.0,S
10,3034,2021-01-24T23:27:25.945000+00:00,1.0,P
10,3295,2021-01-24T23:27:28.555000+00:00,1.0,S
11,3034,2021-01-24T23:27:25.945000+00:00,1.0,P
11,3295,2021-01-24T23:27:28.555000+00:00,1.0,S
12,3034,2021-01-24T23:27:25.945000+00:00,1.0,P
12,3295,2021-01-24T23:27:28.555000+00:00,1.0,S
13,3034,2021-01-24T23:27:25.945000+00:00,1.0,P
13,3295,2021-01-24T23:27:28.555000+00:00,1.0,S
14,3034,2021-01-24T23:27:25.945000+00:00,1.0,P
14,3295,2021-01-24T23:27:28.555000+00:00,1.0,S
15,3034,2021-01-24T23:27:25.945000+00:00,1.0,P
15,3295,2021-01-24T23:27:28.555000+00:00,1.0,S
16,3034,2021-01-24T23:27:25.945000+00:00,1.0,P
16,3295,2021-01-24T23:27:28.555000+00:00,1.0,S
17,3034,2021-01-24T23:27:25.945000+00:00,1.0,P
17,3295,2021-01-24T23:27:28.555000+00:00,1.0,S
18,3033,2021-01-24T23:27:25.935000+00:00,1.0,P
18,3295,2021-01-24T23:27:28.555000+00:00,1.0,S
19,3033,2021-01-24T23:27:25.935000+00:00,1.0,P
19,3295,2021-01-24T23:27:28.555000+00:00,1.0,S
20,3033,2021-01-24T23:27:25.935000+00:00,1.0,P
20,3295,2021-01-24T23:27:28.555000+00:00,1.0,S
21,3033,2021-01-24T23:27:25.935000+00:00,1.0,P
21,3295,2021-01-24T23:27:28.555000+00:00,1.0,S
22,3033,2021-01-24T23:27:25.935000+00:00,1.0,P
22,3294,2021-01-24T23:27:28.544999+00:00,1.0,S
23,3033,2021-01-24T23:27:25.935000+00:00,1.0,P
23,3294,2021-01-24T23:27:28.544999+00:00,1.0,S
24,3033,2021-01-24T23:27:25.935000+00:00,1.0,P
24,3294,2021-01-24T23:27:28.544999+00:00,1.0,S
25,3033,2021-01-24T23:27:25.935000+00:00,1.0,P
25,3294,2021-01-24T23:27:28.544999+00:00,1.0,S
26,3033,2021-01-24T23:27:25.935000+00:00,1.0,P
26,3294,2021-01-24T23:27:28.544999+00:00,1.0,S
27,3033,2021-01-24T23:27:25.935000+00:00,1.0,P
27,3294,2021-01-24T23:27:28.544999+00:00,1.0,S
28,3033,2021-01-24T23:27:25.935000+00:00,1.0,P
28,3294,2021-01-24T23:27:28.544999+00:00,1.0,S
29,3033,2021-01-24T23:27:25.935000+00:00,1.0,P
29,3294,2021-01-24T23:27:28.544999+00:00,1.0,S
30,3033,2021-01-24T23:27:25.935000+00:00,1.0,P
30,3293,2021-01-24T23:27:28.535000+00:00,1.0,S
31,3033,2021-01-24T23:27:25.935000+00:00,1.0,P
31,3293,2021-01-24T23:27:28.535000+00:00,1.0,S
32,3033,2021-01-24T23:27:25.935000+00:00,1.0,P
32,3293,2021-01-24T23:27:28.535000+00:00,1.0,S
33,3033,2021-01-24T23:27:25.935000+00:00,1.0,P
33,3293,2021-01-24T23:27:28.535000+00:00,1.0,S
34,3033,2021-01-24T23:27:25.935000+00:00,1.0,P
34,3293,2021-01-24T23:27:28.535000+00:00,1.0,S
35,3033,2021-01-24T23:27:25.935000+00:00,1.0,P
35,3293,2021-01-24T23:27:28.535000+00:00,1.0,S
36,3033,2021-01-24T23:27:25.935000+00:00,1.0,P
36,3293,2021-01-24T23:27:28.535000+00:00,1.0,S
37,3033,2021-01-24T23:27:25.935000+00:00,1.0,P
37,3293,2021-01-24T23:27:28.535000+00:00,1.0,S
38,3033,2021-01-24T23:27:25.935000+00:00,1.0,P
38,3293,2021-01-24T23:27:28.535000+00:00,1.0,S
39,3033,2021-01-24T23:27:25.935000+00:00,1.0,P
39,3292,2021-01-24T23:27:28.525000+00:00,1.0,S
40,3033,2021-01-24T23:27:25.935000+00:00,1.0,P
40,3292,2021-01-24T23:27:28.525000+00:00,1.0,S
41,3033,2021-01-24T23:27:25.935000+00:00,1.0,P
41,3292,2021-01-24T23:27:28.525000+00:00,1.0,S
42,3033,2021-01-24T23:27:25.935000+00:00,1.0,P
42,3292,2021-01-24T23:27:28.525000+00:00,1.0,S
43,3033,2021-01-24T23:27:25.935000+00:00,1.0,P
43,3292,2021-01-24T23:27:28.525000+00:00,1.0,S
44,3033,2021-01-24T23:27:25.935000+00:00,1.0,P
44,3292,2021-01-24T23:27:28.525000+00:00,1.0,S
45,3033,2021-01-24T23:27:25.935000+00:00,1.0,P
45,3292,2021-01-24T23:27:28.525000+00:00,1.0,S
46,3033,2021-01-24T23:27:25.935000+00:00,1.0,P
46,3292,2021-01-24T23:27:28.525000+00:00,1.0,S
47,3032,2021-01-24T23:27:25.925000+00:00,1.0,P
47,3291,2021-01-24T23:27:28.515000+00:00,1.0,S
48,3032,2021-01-24T23:27:25.925000+00:00,1.0,P
48,3291,2021-01-24T23:27:28.515000+00:00,1.0,S
49,3032,2021-01-24T23:27:25.925000+00:00,1.0,P
49,3291,2021-01-24T23:27:28.515000+00:00,1.0,S
50,3032,2021-01-24T23:27:25.925000+00:00,1.0,P
50,3291,2021-01-24T23:27:28.515000+00:00,1.0,S
51,3032,2021-01-24T23:27:25.925000+00:00,1.0,P
51,3291,2021-01-24T23:27:28.515000+00:00,1.0,S
52,3032,2021-01-24T23:27:25.925000+00:00,1.0,P
52,3291,2021-01-24T23:27:28.515000+00:00,1.0,S
53,3032,2021-01-24T23:27:25.925000+00:00,1.0,P
53,3290,2021-01-24T23:27:28.505000+00:00,1.0,S
54,3032,2021-01-24T23:27:25.925000+00:00,1.0,P
54,3290,2021-01-24T23:27:28.505000+00:00,1.0,S
55,3032,2021-01-24T23:27:25.925000+00:00,1.0,P
55,3290,2021-01-24T23:27:28.505000+00:00,1.0,S
56,3032,2021-01-24T23:27:25.925000+00:00,1.0,P
56,3290,2021-01-24T23:27:28.505000+00:00,1.0,S
57,3032,2021-01-24T23:27:25.925000+00:00,1.0,P
57,3290,2021-01-24T23:27:28.505000+00:00,1.0,S
58,3032,2021-01-24T23:27:25.925000+00:00,1.0,P
58,3290,2021-01-24T23:27:28.505000+00:00,1.0,S
59,3032,2021-01-24T23:27:25.925000+00:00,1.0,P
59,3290,2021-01-24T23:27:28.505000+00:00,1.0,S
60,3032,2021-01-24T23:27:25.925000+00:00,1.0,P
60,3290,2021-01-24T23:27:28.505000+00:00,1.0,S
61,3032,2021-01-24T23:27:25.925000+00:00,1.0,P
61,3289,2021-01-24T23:27:28.495000+00:00,1.0,S
62,3032,2021-01-24T23:27:25.925000+00:00,1.0,P
62,3289,2021-01-24T23:27:28.495000+00:00,1.0,S
63,3032,2021-01-24T23:27:25.925000+00:00,1.0,P
63,3289,2021-01-24T23:27:28.495000+00:00,1.0,S
64,3031,2021-01-24T23:27:25.915000+00:00,1.0,P
64,3289,2021-01-24T23:27:28.495000+00:00,1.0,S
65,3031,2021-01-24T23:27:25.915000+00:00,1.0,P
65,3289,2021-01-24T23:27:28.495000+00:00,1.0,S
66,3031,2021-01-24T23:27:25.915000+00:00,1.0,P
66,3289,2021-01-24T23:27:28.495000+00:00,1.0,S
67,3031,2021-01-24T23:27:25.915000+00:00,1.0,P
67,3289,2021-01-24T23:27:28.495000+00:00,1.0,S
68,3031,2021-01-24T23:27:25.915000+00:00,1.0,P
68,3289,2021-01-24T23:27:28.495000+00:00,1.0,S
69,3031,2021-01-24T23:27:25.915000+00:00,1.0,P
69,3288,2021-01-24T23:27:28.485000+00:00,1.0,S
70,3031,2021-01-24T23:27:25.915000+00:00,1.0,P
70,3288,2021-01-24T23:27:28.485000+00:00,1.0,S
71,3031,2021-01-24T23:27:25.915000+00:00,1.0,P
71,3288,2021-01-24T23:27:28.485000+00:00,1.0,S
72,3031,2021-01-24T23:27:25.915000+00:00,1.0,P
72,3288,2021-01-24T23:27:28.485000+00:00,1.0,S
73,3031,2021-01-24T23:27:25.915000+00:00,1.0,P
73,3288,2021-01-24T23:27:28.485000+00:00,1.0,S
74,3031,2021-01-24T23:27:25.915000+00:00,1.0,P
74,3288,2021-01-24T23:27:28.485000+00:00,1.0,S
75,3031,2021-01-24T23:27:25.915000+00:00,1.0,P
75,3288,2021-01-24T23:27:28.485000+00:00,1.0,S
76,3031,2021-01-24T23:27:25.915000+00:00,1.0,P
76,3288,2021-01-24T23:27:28.485000+00:00,1.0,S
77,3031,2021-01-24T23:27:25.915000+00:00,1.0,P
77,3288,2021-01-24T23:27:28.485000+00:00,1.0,S
78,3031,2021-01-24T23:27:25.915000+00:00,1.0,P
78,3287,2021-01-24T23:27:28.474999+00:00,1.0,S
79,3031,2021-01-24T23:27:25.915000+00:00,1.0,P
79,3287,2021-01-24T23:27:28.474999+00:00,1.0,S
80,3031,2021-01-24T23:27:25.915000+00:00,1.0,P
80,3287,2021-01-24T23:27:28.474999+00:00,1.0,S
81,3030,2021-01-24T23:27:25.905000+00:00,1.0,P
81,3287,2021-01-24T23:27:28.474999+00:00,1.0,S
82,3030,2021-01-24T23:27:25.905000+00:00,1.0,P
82,3287,2021-01-24T23:27:28.474999+00:00,1.0,S
83,3030,2021-01-24T23:27:25.905000+00:00,1.0,P
83,3287,2021-01-24T23:27:28.474999+00:00,1.0,S
84,3030,2021-01-24T23:27:25.905000+00:00,1.0,P
84,3287,2021-01-24T23:27:28.474999+00:00,1.0,S
85,3030,2021-01-24T23:27:25.905000+00:00,1.0,P
85,3287,2021-01-24T23:27:28.474999+00:00,1.0,S
86,3030,2021-01-24T23:27:25.905000+00:00,1.0,P
86,3287,2021-01-24T23:27:28.474999+00:00,1.0,S
87,3030,2021-01-24T23:27:25.905000+00:00,1.0,P
87,3287,2021-01-24T23:27:28.474999+00:00,1.0,S
88,3030,2021-01-24T23:27:25.905000+00:00,1.0,P
88,3287,2021-01-24T23:27:28.474999+00:00,1.0,S
89,3030,2021-01-24T23:27:25.905000+00:00,1.0,P
89,3287,2021-01-24T23:27:28.474999+00:00,1.0,S
90,3030,2021-01-24T23:27:25.905000+00:00,1.0,P
90,3287,2021-01-24T23:27:28.474999+00:00,1.0,S
91,3030,2021-01-24T23:27:25.905000+00:00,1.0,P
91,3287,2021-01-24T23:27:28.474999+00:00,1.0,S
92,3030,2021-01-24T23:27:25.905000+00:00,1.0,P
92,3287,2021-01-24T23:27:28.474999+00:00,1.0,S
93,3030,2021-01-24T23:27:25.905000+00:00,1.0,P
93,3287,2021-01-24T23:27:28.474999+00:00,1.0,S
94,3030,2021-01-24T23:27:25.905000+00:00,1.0,P
94,3287,2021-01-24T23:27:28.474999+00:00,1.0,S
95,3030,2021-01-24T23:27:25.905000+00:00,1.0,P
