channel_index,phase_index,phase_time,phase_score,phase_type
0,3191,2021-05-31T09:06:18.154000+00:00,1.0,P
0,3466,2021-05-31T09:06:20.904000+00:00,1.0,S
1,3191,2021-05-31T09:06:18.154000+00:00,1.0,P
1,3466,2021-05-31T09:06:20.904000+00:00,1.0,S
2,3190,2021-05-31T09:06:18.144000+00:00,1.0,P
2,3466,2021-05-31T09:06:20.904000+00:00,1.0,S
3,3190,2021-05-31T09:06:18.144000+00:00,1.0,P
3,3466,2021-05-31T09:06:20.904000+00:00,1.0,S
4,3190,2021-05-31T09:06:18.144000+00:00,1.0,P
4,3466,2021-05-31T09:06:20.904000+00:00,1.0,S
5,3190,2021-05-31T09:06:18.144000+00:00,1.0,P
5,3466,2021-05-31T09:06:20.904000+00:00,1.0,S
6,3190,2021-05-31T09:06:18.144000+00:00,1.0,P
6,3466,2021-05-31T09:06:20.904000+00:00,1.0,S
7,3190,2021-05-31T09:06:18.144000+00:00,1.0,P
7,3466,2021-05-31T09:06:20.904000+00:00,1.0,S
8,3190,2021-05-31T09:06:18.144000+00:00,1.0,P
8,3466,2021-05-31T09:06:20.904000+00:00,1.0,S
9,3190,2021-05-31T09:06:18.144000+00:00,1.0,P
9,3466,2021-05-31T09:06:20.904000+00:00,1.0,S
10,3190,2021-05-31T09:06:18.144000+00:00,1.0,P
10,3466,2021-05-31T09:06:20.904000+00:00,1.0,S
11,3190,2021-05-31T09:06:18.144000+00:00,1.0,P
11,3466,2021-05-31T09:06:20.904000+00:00,1.0,S
12,3190,2021-05-31T09:06:18.144000+00:00,1.0,P
12,3466,2021-05-31T09:06:20.904000+00:00,1.0,S
13,3190,2021-05-31T09:06:18.144000+00:00,1.0,P
13,3466,2021-05-31T09:06:20.904000+00:00,1.0,S
14,3190,2021-05-31T09:06:18.144000+00:00,1.0,P
14,3466,2021-05-31T09:06:20.904000+00:00,1.0,S
15,3190,2021-05-31T09:06:18.144000+00:00,1.0,P
15,3466,2021-05-31T09:06:20.904000+00:00,1.0,S
16,3190,2021-05-31T09:06:18.144000+00:00,1.0,P
16,3466,2021-05-31T09:06:20.904000+00:00,1.0,S
17,3190,2021-05-31T09:06:18.144000+00:00,1.0,P
17,3466,2021-05-31T09:06:20.904000+00:00,1.0,S
18,3190,2021-05-31T09:06:18.144000+00:00,1.0,P
18,3466,2021-05-31T09:06:20.904000+00:00,1.0,S
19,3190,2021-05-31T09:06:18.144000+00:00,1.0,P
19,3466,2021-05-31T09:06:20.904000+00:00,1.0,S
20,3190,2021-05-31T09:06:18.144000+00:00,1.0,P
20,3466,2021-05-31T09:06:20.904000+00:00,1.0,S
21,3190,2021-05-31T09:06:18.144000+00:00,1.0,P
21,3466,2021-05-31T09:06:20.904000+00:00,1.0,S
22,3189,2021-05-31T09:06:18.134000+00:00,1.0,P
22,3466,2021-05-31T09:06:20.904000+00:00,1.0,S
23,3189,2021-05-31T09:06:18.134000+00:00,1.0,P
23,3466,2021-05-31T09:06:20.904000+00:00,1.0,S
24,3189,2021-05-31T09:06:18.134000+00:00,1.0,P
24,3466,2021-05-31T09:06:20.904000+00:00,1.0,S
25,3189,2021-05-31T09:06:18.134000+00:00,1.0,P
25,3466,2021-05-31T09:06:20.904000+00:00,1.0,S
26,3189,2021-05-31T09:06:18.134000+00:00,1.0,P
26,3466,2021-05-31T09:06:20.904000+00:00,1.0,S
27,3189,2021-05-31T09:06:18.134000+00:00,1.0,P
27,3466,2021-05-31T09:06:20.904000+00:00,1.0,S
28,3189,2021-05-31T09:06:18.134000+00:00,1.0,P
28,3466,2021-05-31T09:06:20.904000+00:00,1.0,S
29,3189,2021-05-31T09:06:18.134000+00:00,1.0,P
29,3466,2021-05-31T09:06:20.904000+00:00,1.0,S
30,3189,2021-05-31T09:06:18.134000+00:00,1.0,P
30,3466,2021-05-31T09:06:20.904000+00:00,1.0,S
31,3189,2021-05-31T09:06:18.134000+00:00,1.0,P
31,3466,2021-05-31T09:06:20.904000+00:00,1.0,S
32,3189,2021-05-31T09:06:18.134000+00:00,1.0,P
32,3466,2021-05-31T09:06:20.904000+00:00,1.0,S
33,3189,2021-05-31T09:06:18.134000+00:00,1.0,P
33,3466,2021-05-31T09:06:20.904000+00:00,1.0,S
34,3189,2021-05-31T09:06:18.134000+00:00,1.0,P
34,3465,2021-05-31T09:06:20.894000+00:00,1.0,S
35,3189,2021-05-31T09:06:18.134000+00:00,1.0,P
35,3465,2021-05-31T09:06:20.894000+00:00,1.0,S
36,3189,2021-05-31T09:06:18.134000+00:00,1.0,P
36,3465,2021-05-31T09:06:20.894000+00:00,1.0,S
37,3189,2021-05-31T09:06:18.134000+00:00,1.0,P
37,3465,2021-05-31T09:06:20.894000+00:00,1.0,S
38,3189,2021-05-31T09:06:18.134000+00:00,1.0,P
38,3465,2021-05-31T09:06:20.894000+00:00,1.0,S
39,3189,2021-05-31T09:06:18.134000+00:00,1.0,P
39,3465,2021-05-31T09:06:20.894000+00:00,1.0,S
40,3189,2021-05-31T09:06:18.134000+00:00,1.0,P
40,3465,2021-05-31T09:06:20.894000+00:00,1.0,S
41,3188,2021-05-31T09:06:18.124000+00:00,1.0,P
41,3465,2021-05-31T09:06:20.894000+00:00,1.0,S
42,3188,2021-05-31T09:06:18.124000+00:00,1.0,P
42,3465,2021-05-31T09:06:20.894000+00:00,1.0,S
43,3188,2021-05-31T09:06:18.124000+00:00,1.0,P
43,3465,2021-05-31T09:06:20.894000+00:00,1.0,S
44,3188,2021-05-31T09:06:18.124000+00:00,1.0,P
44,3465,2021-05-31T09:06:20.894000+00:00,1.0,S
45,3188,2021-05-31T09:06:18.124000+00:00,1.0,P
45,3465,2021-05-31T09:06:20.894000+00:00,1.0,S
46,3188,2021-05-31T09:06:18.124000+00:00,1.0,P
46,3465,2021-05-31T09:06:20.894000+00:00,1.0,S
47,3188,2021-05-31T09:06:18.124000+00:00,1.0,P
47,3465,2021-05-31T09:06:20.894000+00:00,1.0,S
48,3188,2021-05-31T09:06:18.124000+00:00,1.0,P
48,3465,2021-05-31T09:06:20.894000+00:00,1.0,S
49,3188,2021-05-31T09:06:18.124000+00:00,1.0,P
49,3465,2021-05-31T09:06:20.894000+00:00,1.0,S
50,3188,2021-05-31T09:06:18.124000+00:00,1.0,P
50,3465,2021-05-31T09:06:20.894000+00:00,1.0,S
51,3188,2021-05-31T09:06:18.124000+00:00,1.0,P
51,3464,2021-05-31T09:06:20.884000+00:00,1.0,S
52,3188,2021-05-31T09:06:18.124000+00:00,1.0,P
52,3464,2021-05-31T09:06:20.884000+00:00,1.0,S
53,3188,2021-05-31T09:06:18.124000+00:00,1.0,P
53,3464,2021-05-31T09:06:20.884000+00:00,1.0,S
54,3188,2021-05-31T09:06:18.124000+00:00,1.0,P
54,3464,2021-05-31T09:06:20.884000+00:00,1.0,S
55,3188,2021-05-31T09:06:18.124000+00:00,1.0,P
55,3464,2021-05-31T09:06:20.884000+00:00,1.0,S
56,3188,2021-05-31T09:06:18.124000+00:00,1.0,P
56,3464,2021-05-31T09:06:20.884000+00:00,1.0,S
57,3188,2021-05-31T09:06:18.124000+00:00,1.0,P
57,3463,2021-05-31T09:06:20.874000+00:00,1.0,S
58,3188,2021-05-31T09:06:18.124000+00:00,1.0,P
58,3463,2021-05-31T09:06:20.874000+00:00,1.0,S
59,3188,2021-05-31T09:06:18.124000+00:00,1.0,P
59,3463,2021-05-31T09:06:20.874000+00:00,1.0,S
60,3188,2021-05-31T09:06:18.124000+00:00,1.0,P
60,3463,2021-05-31T09:06:20.874000+00:00,1.0,S
61,3187,2021-05-31T09:06:18.114000+00:00,1.0,P
61,3463,2021-05-31T09:06:20.874000+00:00,1.0,S
62,3187,2021-05-31T09:06:18.114000+00:00,1.0,P
62,3463,2021-05-31T09:06:20.874000+00:00,1.0,S
63,3187,2021-05-31T09:06:18.114000+00:00,1.0,P
63,3463,2021-05-31T09:06:20.874000+00:00,1.0,S
64,3187,2021-05-31T09:06:18.114000+00:00,1.0,P
64,3463,2021-05-31T09:06:20.874000+00:00,1.0,S
65,3187,2021-05-31T09:06:18.114000+00:00,1.0,P
65,3463,2021-05-31T09:06:20.874000+00:00,1.0,S
66,3187,2021-05-31T09:06:18.114000+00:00,1.0,P
