channel_index,phase_index,phase_time,phase_score,phase_type
0,3127,2021-03-16T11:42:47.085000+00:00,1.0,P
0,3441,2021-03-16T11:42:50.225000+00:00,1.0,S
1,3127,2021-03-16T11:42:47.085000+00:00,1.0,P
1,3441,2021-03-16T11:42:50.225000+00:00,1.0,S
2,3127,2021-03-16T11:42:47.085000+00:00,1.0,P
2,3441,2021-03-16T11:42:50.225000+00:00,1.0,S
3,3127,2021-03-16T11:42:47.085000+00:00,1.0,P
3,3441,2021-03-16T11:42:50.225000+00:00,1.0,S
4,3127,2021-03-16T11:42:47.085000+00:00,1.0,P
4,3441,2021-03-16T11:42:50.225000+00:00,1.0,S
5,3127,2021-03-16T11:42:47.085000+00:00,1.0,P
5,3441,2021-03-16T11:42:50.225000+00:00,1.0,S
6,3127,2021-03-16T11:42:47.085000+00:00,1.0,P
6,3441,2021-03-16T11:42:50.225000+00:00,1.0,S
7,3127,2021-03-16T11:42:47.085000+00:00,1.0,P
7,3441,2021-03-16T11:42:50.225000+00:00,1.0,S
8,3127,2021-03-16T11:42:47.085000+00:00,1.0,P
8,3440,2021-03-16T11:42:50.215000+00:00,1.0,S
9,3127,2021-03-16T11:42:47.085000+00:00,1.0,P
9,3440,2021-03-16T11:42:50.215000+00:00,1.0,S
10,3126,2021-03-16T11:42:47.075000+00:00,1.0,P
10,3440,2021-03-16T11:42:50.215000+00:00,1.0,S
11,3126,2021-03-16T11:42:47.075000+00:00,1.0,P
11,3440,2021-03-16T11:42:50.215000+00:00,1.0,S
12,3126,2021-03-16T11:42:47.075000+00:00,1.0,P
12,3440,2021-03-16T11:42:50.215000+00:00,1.0,S
13,3126,2021-03-16T11:42:47.075000+00:00,1.0,P
13,3441,2021-03-16T11:42:50.225000+00:00,1.0,S
14,3126,2021-03-16T11:42:47.075000+00:00,1.0,P
14,3441,2021-03-16T11:42:50.225000+00:00,1.0,S
15,3126,2021-03-16T11:42:47.075000+00:00,1.0,P
15,3441,2021-03-16T11:42:50.225000+00:00,1.0,S
16,3126,2021-03-16T11:42:47.075000+00:00,1.0,P
16,3440,2021-03-16T11:42:50.215000+00:00,1.0,S
17,3126,2021-03-16T11:42:47.075000+00:00,1.0,P
17,3440,2021-03-16T11:42:50.215000+00:00,1.0,S
18,3126,2021-03-16T11:42:47.075000+00:00,1.0,P
18,3440,2021-03-16T11:42:50.215000+00:00,1.0,S
19,3126,2021-03-16T11:42:47.075000+00:00,1.0,P
19,3440,2021-03-16T11:42:50.215000+00:00,1.0,S
20,3126,2021-03-16T11:42:47.075000+00:00,1.0,P
20,3440,2021-03-16T11:42:50.215000+00:00,1.0,S
21,3126,2021-03-16T11:42:47.075000+00:00,1.0,P
21,3440,2021-03-16T11:42:50.215000+00:00,1.0,S
22,3126,2021-03-16T11:42:47.075000+00:00,1.0,P
22,3440,2021-03-16T11:42:50.215000+00:00,1.0,S
23,3126,2021-03-16T11:42:47.075000+00:00,1.0,P
23,3440,2021-03-16T11:42:50.215000+00:00,1.0,S
24,3126,2021-03-16T11:42:47.075000+00:00,1.0,P
24,3440,2021-03-16T11:42:50.215000+00:00,1.0,S
25,3126,2021-03-16T11:42:47.075000+00:00,1.0,P
25,3440,2021-03-16T11:42:50.215000+00:00,1.0,S
26,3126,2021-03-16T11:42:47.075000+00:00,1.0,P
26,3440,2021-03-16T11:42:50.215000+00:00,1.0,S
27,3126,2021-03-16T11:42:47.075000+00:00,1.0,P
27,3439,2021-03-16T11:42:50.205000+00:00,1.0,S
28,3126,2021-03-16T11:42:47.075000+00:00,1.0,P
28,3439,2021-03-16T11:42:50.205000+00:00,1.0,S
29,3126,2021-03-16T11:42:47.075000+00:00,1.0,P
29,3439,2021-03-16T11:42:50.205000+00:00,1.0,S
30,3126,2021-03-16T11:42:47.075000+00:00,1.0,P
30,3439,2021-03-16T11:42:50.205000+00:00,1.0,S
31,3126,2021-03-16T11:42:47.075000+00:00,1.0,P
31,3439,2021-03-16T11:42:50.205000+00:00,1.0,S
32,3126,2021-03-16T11:42:47.075000+00:00,1.0,P
