channel_index,phase_index,phase_time,phase_score,phase_type
0,3188,2021-06-05T17:52:36.114000+00:00,1.0,P
0,3443,2021-06-05T17:52:38.664000+00:00,1.0,S
1,3187,2021-06-05T17:52:36.104000+00:00,1.0,P
1,3443,2021-06-05T17:52:38.664000+00:00,1.0,S
2,3187,2021-06-05T17:52:36.104000+00:00,1.0,P
2,3443,2021-06-05T17:52:38.664000+00:00,1.0,S
3,3187,2021-06-05T17:52:36.104000+00:00,1.0,P
3,3442,2021-06-05T17:52:38.654000+00:00,1.0,S
4,3187,2021-06-05T17:52:36.104000+00:00,1.0,P
4,3442,2021-06-05T17:52:38.654000+00:00,1.0,S
5,3187,2021-06-05T17:52:36.104000+00:00,1.0,P
5,3442,2021-06-05T17:52:38.654000+00:00,1.0,S
6,3187,2021-06-05T17:52:36.104000+00:00,1.0,P
6,3442,2021-06-05T17:52:38.654000+00:00,1.0,S
7,3187,2021-06-05T17:52:36.104000+00:00,1.0,P
7,3442,2021-06-05T17:52:38.654000+00:00,1.0,S
8,3187,2021-06-05T17:52:36.104000+00:00,1.0,P
8,3442,2021-06-05T17:52:38.654000+00:00,1.0,S
9,3187,2021-06-05T17:52:36.104000+00:00,1.0,P
9,3442,2021-06-05T17:52:38.654000+00:00,1.0,S
10,3187,2021-06-05T17:52:36.104000+00:00,1.0,P
10,3442,2021-06-05T17:52:38.654000+00:00,1.0,S
11,3187,2021-06-05T17:52:36.104000+00:00,1.0,P
11,3442,2021-06-05T17:52:38.654000+00:00,1.0,S
12,3187,2021-06-05T17:52:36.104000+00:00,1.0,P
12,3442,2021-06-05T17:52:38.654000+00:00,1.0,S
13,3187,2021-06-05T17:52:36.104000+00:00,1.0,P
13,3442,2021-06-05T17:52:38.654000+00:00,1.0,S
14,3187,2021-06-05T17:52:36.104000+00:00,1.0,P
14,3442,2021-06-05T17:52:38.654000+00:00,1.0,S
15,3187,2021-06-05T17:52:36.104000+00:00,1.0,P
15,3442,2021-06-05T17:52:38.654000+00:00,1.0,S
16,3187,2021-06-05T17:52:36.104000+00:00,1.0,P
16,3442,2021-06-05T17:52:38.654000+00:00,1.0,S
17,3187,2021-06-05T17:52:36.104000+00:00,1.0,P
17,3442,2021-06-05T17:52:38.654000+00:00,1.0,S
18,3186,2021-06-05T17:52:36.094000+00:00,1.0,P
18,3442,2021-06-05T17:52:38.654000+00:00,1.0,S
19,3186,2021-06-05T17:52:36.094000+00:00,1.0,P
19,3442,2021-06-05T17:52:38.654000+00:00,1.0,S
20,3186,2021-06-05T17:52:36.094000+00:00,1.0,P
20,3442,2021-06-05T17:52:38.654000+00:00,1.0,S
21,3186,2021-06-05T17:52:36.094000+00:00,1.0,P
21,3442,2021-06-05T17:52:38.654000+00:00,1.0,S
22,3186,2021-06-05T17:52:36.094000+00:00,1.0,P
22,3442,2021-06-05T17:52:38.654000+00:00,1.0,S
23,3186,2021-06-05T17:52:36.094000+00:00,1.0,P
23,3442,2021-06-05T17:52:38.654000+00:00,1.0,S
24,3186,2021-06-05T17:52:36.094000+00:00,1.0,P
24,3442,2021-06-05T17:52:38.654000+00:00,1.0,S
25,3186,2021-06-05T17:52:36.094000+00:00,1.0,P
25,3442,2021-06-05T17:52:38.654000+00:00,1.0,S
26,3186,2021-06-05T17:52:36.094000+00:00,1.0,P
26,3442,2021-06-05T17:52:38.654000+00:00,1.0,S
27,3186,2021-06-05T17:52:36.094000+00:00,1.0,P
27,3442,2021-06-05T17:52:38.654000+00:00,1.0,S
28,3186,2021-06-05T17:52:36.094000+00:00,1.0,P
28,3442,2021-06-05T17:52:38.654000+00:00,1.0,S
29,3186,2021-06-05T17:52:36.094000+00:00,1.0,P
29,3441,2021-06-05T17:52:38.644000+00:00,1.0,S
30,3186,2021-06-05T17:52:36.094000+00:00,1.0,P
30,3441,2021-06-05T17:52:38.644000+00:00,1.0,S
31,3186,2021-06-05T17:52:36.094000+00:00,1.0,P
31,3441,2021-06-05T17:52:38.644000+00:00,1.0,S
32,3186,2021-06-05T17:52:36.094000+00:00,1.0,P
32,3441,2021-06-05T17:52:38.644000+00:00,1.0,S
33,3186,2021-06-05T17:52:36.094000+00:00,1.0,P
33,3441,2021-06-05T17:52:38.644000+00:00,1.0,S
34,3186,2021-06-05T17:52:36.094000+00:00,1.0,P
34,3441,2021-06-05T17:52:38.644000+00:00,1.0,S
35,3186,2021-06-05T17:52:36.094000+00:00,1.0,P
35,3441,2021-06-05T17:52:38.644000+00:00,1.0,S
36,3186,2021-06-05T17:52:36.094000+00:00,1.0,P
36,3440,2021-06-05T17:52:38.634000+00:00,1.0,S
37,3185,2021-06-05T17:52:36.084000+00:00,1.0,P
37,3440,2021-06-05T17:52:38.634000+00:00,1.0,S
38,3185,2021-06-05T17:52:36.084000+00:00,1.0,P
38,3440,2021-06-05T17:52:38.634000+00:00,1.0,S
39,3185,2021-06-05T17:52:36.084000+00:00,1.0,P
39,3440,2021-06-05T17:52:38.634000+00:00,1.0,S
40,3185,2021-06-05T17:52:36.084000+00:00,1.0,P
40,3440,2021-06-05T17:52:38.634000+00:00,1.0,S
41,3185,2021-06-05T17:52:36.084000+00:00,1.0,P
41,3440,2021-06-05T17:52:38.634000+00:00,1.0,S
42,3185,2021-06-05T17:52:36.084000+00:00,1.0,P
42,3440,2021-06-05T17:52:38.634000+00:00,1.0,S
43,3185,2021-06-05T17:52:36.084000+00:00,1.0,P
43,3440,2021-06-05T17:52:38.634000+00:00,1.0,S
44,3185,2021-06-05T17:52:36.084000+00:00,1.0,P
44,3439,2021-06-05T17:52:38.624000+00:00,1.0,S
45,3185,2021-06-05T17:52:36.084000+00:00,1.0,P
45,3439,2021-06-05T17:52:38.624000+00:00,1.0,S
46,3185,2021-06-05T17:52:36.084000+00:00,1.0,P
46,3439,2021-06-05T17:52:38.624000+00:00,1.0,S
47,3185,2021-06-05T17:52:36.084000+00:00,1.0,P
47,3439,2021-06-05T17:52:38.624000+00:00,1.0,S
48,3185,2021-06-05T17:52:36.084000+00:00,1.0,P
48,3439,2021-06-05T17:52:38.624000+00:00,1.0,S
49,3185,2021-06-05T17:52:36.084000+00:00,1.0,P
49,3439,2021-06-05T17:52:38.624000+00:00,1.0,S
50,3185,2021-06-05T17:52:36.084000+00:00,1.0,P
50,3439,2021-06-05T17:52:38.624000+00:00,1.0,S
51,3185,2021-06-05T17:52:36.084000+00:00,1.0,P
51,3439,2021-06-05T17:52:38.624000+00:00,1.0,S
52,3185,2021-06-05T17:52:36.084000+00:00,1.0,P
52,3439,2021-06-05T17:52:38.624000+00:00,1.0,S
53,3184,2021-06-05T17:52:36.074000+00:00,1.0,P
53,3438,2021-06-05T17:52:38.614000+00:00,1.0,S
54,3184,2021-06-05T17:52:36.074000+00:00,1.0,P
54,3438,2021-06-05T17:52:38.614000+00:00,1.0,S
55,3184,2021-06-05T17:52:36.074000+00:00,1.0,P
55,3438,2021-06-05T17:52:38.614000+00:00,1.0,S
56,3184,2021-06-05T17:52:36.074000+00:00,1.0,P
56,3438,2021-06-05T17:52:38.614000+00:00,1.0,S
57,3184,2021-06-05T17:52:36.074000+00:00,1.0,P
57,3438,2021-06-05T17:52:38.614000+00:00,1.0,S
58,3184,2021-06-05T17:52:36.074000+00:00,1.0,P
58,3438,2021-06-05T17:52:38.614000+00:00,1.0,S
59,3184,2021-06-05T17:52:36.074000+00:00,1.0,P
59,3438,2021-06-05T17:52:38.614000+00:00,1.0,S
60,3184,2021-06-05T17:52:36.074000+00:00,1.0,P
60,3437,2021-06-05T17:52:38.604000+00:00,1.0,S
61,3184,2021-06-05T17:52:36.074000+00:00,1.0,P
61,3437,2021-06-05T17:52:38.604000+00:00,1.0,S
62,3184,2021-06-05T17:52:36.074000+00:00,1.0,P
62,3437,2021-06-05T17:52:38.604000+00:00,1.0,S
63,3184,2021-06-05T17:52:36.074000+00:00,1.0,P
63,3437,2021-06-05T17:52:38.604000+00:00,1.0,S
64,3184,2021-06-05T17:52:36.074000+00:00,1.0,P
64,3437,2021-06-05T17:52:38.604000+00:00,1.0,S
65,3184,2021-06-05T17:52:36.074000+00:00,1.0,P
65,3437,2021-06-05T17:52:38.604000+00:00,1.0,S
66,3184,2021-06-05T17:52:36.074000+00:00,1.0,P
66,3437,2021-06-05T17:52:38.604000+00:00,1.0,S
67,3184,2021-06-05T17:52:36.074000+00:00,1.0,P
67,3437,2021-06-05T17:52:38.604000+00:00,1.0,S
68,3184,2021-06-05T17:52:36.074000+00:00,1.0,P
68,3437,2021-06-05T17:52:38.604000+00:00,1.0,S
69,3183,2021-06-05T17:52:36.064000+00:00,1.0,P
69,3436,2021-06-05T17:52:38.594000+00:00,1.0,S
70,3183,2021-06-05T17:52:36.064000+00:00,1.0,P
70,3436,2021-06-05T17:52:38.594000+00:00,1.0,S
71,3183,2021-06-05T17:52:36.064000+00:00,1.0,P
71,3436,2021-06-05T17:52:38.594000+00:00,1.0,S
72,3183,2021-06-05T17:52:36.064000+00:00,1.0,P
72,3436,2021-06-05T17:52:38.594000+00:00,1.0,S
73,3183,2021-06-05T17:52:36.064000+00:00,1.0,P
73,3436,2021-06-05T17:52:38.594000+00:00,1.0,S
74,3183,2021-06-05T17:52:36.064000+00:00,1.0,P
74,3436,2021-06-05T17:52:38.594000+00:00,1.0,S
75,3183,2021-06-05T17:52:36.064000+00:00,1.0,P
75,3436,2021-06-05T17:52:38.594000+00:00,1.0,S
76,3183,2021-06-05T17:52:36.064000+00:00,1.0,P
76,3436,2021-06-05T17:52:38.594000+00:00,1.0,S
77,3183,2021-06-05T17:52:36.064000+00:00,1.0,P
77,3436,2021-06-05T17:52:38.594000+00:00,1.0,S
78,3183,2021-06-05T17:52:36.064000+00:00,1.0,P
78,3436,2021-06-05T17:52:38.594000+00:00,1.0,S
79,3183,2021-06-05T17:52:36.064000+00:00,1.0,P
79,3435,2021-06-05T17:52:38.584000+00:00,1.0,S
80,3183,2021-06-05T17:52:36.064000+00:00,1.0,P
80,3435,2021-06-05T17:52:38.584000+00:00,1.0,S
81,3183,2021-06-05T17:52:36.064000+00:00,1.0,P
81,3435,2021-06-05T17:52:38.584000+00:00,1.0,S
82,3183,2021-06-05T17:52:36.064000+00:00,1.0,P
82,3435,2021-06-05T17:52:38.584000+00:00,1.0,S
83,3183,2021-06-05T17:52:36.064000+00:00,1.0,P
83,3435,2021-06-05T17:52:38.584000+00:00,1.0,S
84,3183,2021-06-05T17:52:36.064000+00:00,1.0,P
84,3435,2021-06-05T17:52:38.584000+00:00,1.0,S
85,3182,2021-06-05T17:52:36.054000+00:00,1.0,P
85,3435,2021-06-05T17:52:38.584000+00:00,1.0,S
86,3182,2021-06-05T17:52:36.054000+00:00,1.0,P
86,3435,2021-06-05T17:52:38.584000+00:00,1.0,S
87,3182,2021-06-05T17:52:36.054000+00:00,1.0,P
87,3435,2021-06-05T17:52:38.584000+00:00,1.0,S
88,3182,2021-06-05T17:52:36.054000+00:00,1.0,P
88,3435,2021-06-05T17:52:38.584000+00:00,1.0,S
89,3182,2021-06-05T17:52:36.054000+00:00,1.0,P
89,3435,2021-06-05T17:52:38.584000+00:00,1.0,S
90,3182,2021-06-05T17:52:36.054000+00:00,1.0,P
90,3434,2021-06-05T17:52:38.574000+00:00,1.0,S
91,3182,2021-06-05T17:52:36.054000+00:00,1.0,P
91,3434,2021-06-05T17:52:38.574000+00:00,1.0,S
92,3182,2021-06-05T17:52:36.054000+00:00,1.0,P
92,3434,2021-06-05T17:52:38.574000+00:00,1.0,S
93,3182,2021-06-05T17:52:36.054000+00:00,1.0,P
93,3434,2021-06-05T17:52:38.574000+00:00,1.0,S
94,3182,2021-06-05T17:52:36.054000+00:00,1.0,P
94,3434,2021-06-05T17:52:38.574000+00:00,1.0,S
95,3182,2021-06-05T17:52:36.054000+00:00,1.0,P
95,3434,2021-06-05T17:52:38.574000+00:00,1.0,S
96,3182,2021-06-05T17:52:36.054000+00:00,1.0,P
96,3434,2021-06-05T17:52:38.574000+00:00,1.0,S
97,3182,2021-06-05T17:52:36.054000+00:00,1.0,P
97,3434,2021-06-05T17:52:38.574000+00:00,1.0,S
98,3182,2021-06-05T17:52:36.054000+00:00,1.0,P
98,3434,2021-06-05T17:52:38.574000+00:00,1.0,S
99,3182,2021-06-05T17:52:36.054000+00:00,1.0,P
99,3434,2021-06-05T17:52:38.574000+00:00,1.0,S
100,3182,2021-06-05T17:52:36.054000+00:00,1.0,P
100,3434,2021-06-05T17:52:38.574000+00:00,1.0,S
