index,latitude,longitude,elevation_m
376,37.639579,-118.93204930156637,2282.743641438896
377,37.639579,-118.93193345553676,2281.9224426062365
378,37.639579,-118.93181853799774,2281.466420625988
379,37.639579,-118.93170384279632,2281.0112809378047
380,37.63958118210692,-118.93158753044024,2280.563578616332
381,37.63958340938376,-118.93147171204431,2280.1181232474505
382,37.639584,-118.93135653115208,2279.663470725411
383,37.639584,-118.93124101517996,2279.203247728919
384,37.639584,-118.93112550632632,2278.744072723477
385,37.639584,-118.93100998175888,2278.2856419003533
386,37.639584,-118.93089478884328,2277.8338032433394
387,37.639584,-118.93077893817949,2277.388223767225
388,37.63958369750302,-118.93066275415222,2276.9395006040672
389,37.639581419415066,-118.9305479385196,2276.483883014311
390,37.63957913716461,-118.93043291309633,2276.027432921904
391,37.639579,-118.93031693824,2275.575635175059
392,37.639579,-118.9302012220237,2275.1253775239725
393,37.63958065487604,-118.93008592522304,2274.669024792934
394,37.639582955272544,-118.92997044531803,2274.208945490242
395,37.639584,-118.92985488814637,2274.0
396,37.639584,-118.9297392478947,2274.0
397,37.639584,-118.92962366790964,2273.8320155144643
398,37.639584,-118.92950814001108,2273.373571472549
399,37.63958433918963,-118.92939263105316,2272.915202591949
400,37.639586172489295,-118.9292771331742,2272.4568776754863
401,37.639588,-118.9291617176512,2271.997759136448
402,37.639588,-118.92904647079476,2271.083101545664
403,37.639588,-118.92893120033848,2270.168256654618
404,37.6395895001064,-118.92881586832289,2269.624973397829
405,37.63959134138469,-118.92870032811064,2269.164653827247
406,37.63959260021287,-118.92858487371116,2268.699893567471
407,37.63959353548718,-118.92846936733372,2268.232256411846
408,37.63959515148873,-118.92835396496804,2267.769702254125
409,37.63959744459672,-118.92823839232472,2267.311080653759
410,37.63959961810684,-118.92812245000914,2266.845473288631
411,37.63960151149657,-118.9280074265836,2266.372125858393
412,37.639603,-118.92789200617683,2265.8975662986427
413,37.639603,-118.92777642788334,2265.423884767805
414,37.63960317978516,-118.92766167353491,2264.955053710017
415,37.63960502498728,-118.92754542580153,2264.4937531806804
416,37.63960685828225,-118.92742992821827,2264.035429437681
417,37.63960784586188,-118.92731442140304,2263.577069059739
418,37.63960876262357,-118.92719890942908,2263.118688210531
419,37.639609,-118.92708339416114,2262.660294290219
420,37.639609,-118.926967876914,2262.2018925157754
421,37.6396102887254,-118.92685230598492,2262.0
422,37.63961259129312,-118.92673671708584,2262.0
423,37.639614,-118.92662150521282,2261.828866203185
424,37.639614,-118.92650562359744,2261.3831676824657
425,37.639614,-118.92638944413748,2260.934302132901
426,37.639614,-118.92627458294632,2260.478503755294
427,37.639614,-118.92615980103176,2260.023019967384
428,37.639614,-118.92604343685406,2260.0
429,37.639614,-118.92592772450637,2260.0
430,37.63961527215582,-118.92581226398865,2259.681961045241
431,37.63961706981685,-118.92569676426729,2259.2325457872034
432,37.63961885745243,-118.9255814799548,2258.5712737823887
433,37.63962063707032,-118.925466249697,2257.681464841867
434,37.63962272602071,-118.92535103351652,2256.896282755892
435,37.63962583514322,-118.92523555182352,2256.4521223982133
436,37.63962892472289,-118.92512079600696,2256.010753872877
437,37.639634517706426,-118.92500467479864,2256.0
438,37.63964013340296,-118.92488933703164,2256.0
439,37.639644841142,-118.9247748573944,2254.8635431998755
440,37.639649090941006,-118.924660962781,2253.163623596743
441,37.63965514203296,-118.92454699753884,2251.869081959488
442,37.63966518519239,-118.92443191967052,2251.450616983663
443,37.63967527249429,-118.9243163360029,2251.030312737837
444,37.63968633332338,-118.9242026795886,2250.205128970596
445,37.63969755264424,-118.9240883288183,2249.342104289098
446,37.63970973716688,-118.9239738813092,2249.0
447,37.63972255492917,-118.92385937596607,2249.0
448,37.6397367374946,-118.92374496715549,2248.8851516461605
449,37.63975457948056,-118.9236318597778,2248.4526186530675
450,37.63977245534858,-118.92351853760836,2248.019264276765
451,37.63979033121661,-118.92340521543898,2247.585909900463
452,37.63980820708464,-118.92329189326958,2247.15255552416
453,37.639826082952645,-118.92317857110017,2246.719201147858
454,37.63984395882067,-118.92306524893075,2246.285846771555
455,37.639861834688695,-118.92295192676136,2245.8524923952527
456,37.63987971055672,-118.92283860459196,2245.41913801895
457,37.63989740947329,-118.92272724054448,2244.9936019799147
458,37.63992365445416,-118.92261446914227,2244.583524153738
459,37.63994946227288,-118.92250357617122,2244.180276986239
460,37.639974119378365,-118.92239224844316,2243.773803821153
461,37.63999782880133,-118.92228065064204,2243.365020666788
462,37.64002143034757,-118.92216906525748,2243.0
463,37.64004425877504,-118.92205696137262,2243.0
464,37.64006706870421,-118.92194494832756,2243.0
465,37.64008932068297,-118.92183280539815,2242.7348021672487
466,37.64011127231689,-118.92172060815815,2242.328290428138
467,37.64013385968087,-118.9216086017278,2241.9216180505427
468,37.640159086860095,-118.9214975207612,2241.514728063054
469,37.64018430966662,-118.92138645904858,2241.107908602851
470,37.64020887353847,-118.92127507961534,2240.702107692157
471,37.64023318469662,-118.92116365347384,2240.2969217230634
472,37.64025768865461,-118.92105233258032,2239.892118473912
473,37.64028275880092,-118.92094113435076,2239.487761275529
474,37.64030781812983,-118.92082998410156,2239.083578551116
475,37.640332222546576,-118.92071857628572,2238.6796242235864
476,37.64035645192913,-118.92060712112593,2238.275801180851
477,37.640381405235566,-118.92049582732194,2237.870688683716
478,37.64040782650182,-118.92038526448472,2237.464207664326
479,37.64043435197405,-118.92027426558556,2237.0561234762667
480,37.64045867239286,-118.9201634792882,2236.2871588670264
481,37.64048273981423,-118.92005227120325,2235.4572477853453
482,37.64050754062856,-118.91994099060958,2234.807656190665
483,37.640533103315136,-118.91983021896772,2234.38161141433
484,37.64055909912097,-118.91971796231869,2234.0
485,37.640585121790046,-118.91960848764184,2234.0
486,37.64061162114108,-118.91949700761336,2234.0
487,37.64063478699783,-118.91938688303088,2232.727326663752
488,37.64065779674574,-118.91927606057152,2231.318566587279
489,37.64068081490681,-118.91916447045264,2230.6364304731924
490,37.640703912399104,-118.91905228263298,2230.165053079724
491,37.640726585808565,-118.91894074936684,2229.6607951495434
492,37.64074920156696,-118.91882872247066,2229.1348472801
493,37.64077036876177,-118.9187164569873,2228.6059291853453
494,37.6407909555982,-118.91860454905594,2228.078061584627
495,37.640805434278576,-118.91848992907222,2227.560220054825
496,37.64081880780103,-118.9183752253988,2227.04585380638
509,37.64082711328695,-118.9182606717915,2226.525780870475
510,37.64083489606944,-118.9181465243149,2226.0069287041224
511,37.64082745839939,-118.9180303676708,2226.0
512,37.64081983293331,-118.91791601045117,2226.0
513,37.64080059193997,-118.91780204456752,2226.0
514,37.64078153913012,-118.91768919330916,2226.0
515,37.640754565875255,-118.91757837534924,2226.0
516,37.6407273913284,-118.9174677361228,2226.0
517,37.64069432972339,-118.91736332218956,2228.222483812809
518,37.64066082368078,-118.91725989049286,2230.65045791415
519,37.640623062236536,-118.91715431949072,2231.0
