event_id,network,station,location,channel,p_polarity,takeoff,takeoff_uncertainty,azimuth,azimuth_uncertainty,sr_dist_km
nc71113514,NC,MDH1,1.0,DP1,1,124.0,,262.7,,4.756918959948
nc71113514,NC,MDR,2.0,EHZ,-1,118.0,,161.9,,5.514156410094
nc71113514,NC,MCB,,HHZ,1,117.0,,218.9,,5.822166356776
nc71113514,CI,MLAC,,HHZ,1,114.0,,164.5,,6.335886917668001
nc71113514,NC,MGPB,,EHZ,1,107.0,,212.5,,7.786980709798
nc71113514,NC,MLC,,EHZ,1,101.0,,213.0,,9.682854208328
nc71113514,NC,MCO,,EHZ,1,109.0,,185.2,,7.376671430643999
nc71113514,NC,MCV,,EHZ,1,98.0,,167.7,,10.811482713318
nc71113514,NC,MMX1,,HN3,1,95.0,,230.6,,11.92009613152
nc71116674,NC,MGPB,,EHZ,-1,164.0,,254.6,,1.713513818906
nc71116674,NC,MCB,,HHZ,-1,162.0,,324.8,,1.93479172284
nc71116674,NC,MCO,,EHZ,-1,160.0,,123.6,,2.24613751732
nc71116674,NC,MLC,,EHZ,-1,151.0,,233.8,,3.400340855428
nc71116674,NC,MDR,2.0,EHZ,1,144.0,,78.5,,4.349945528592
nc71116674,NC,MCV,,EHZ,-1,130.0,,132.6,,6.594971096646001
nc71116674,NC,MMP,,EHZ,1,106.0,,259.9,,12.96532844156
nc71116674,NC,MINS,,HHZ,1,103.0,,279.6,,15.82303805518
nc71116774,NC,MCO,,EHZ,-1,149.0,,134.3,,3.02450200352
nc71116774,NC,MLC,,EHZ,-1,142.0,,220.4,,3.7784036058680006
nc71116774,NC,MDR,2.0,EHZ,1,136.0,,90.0,,4.556768092068
nc71116774,NC,MLH,,EHZ,1,118.0,,54.7,,7.825898934108
nc71116774,NC,MMP,,EHZ,1,99.0,,255.8,,12.85413351496
nc71116774,NC,MINS,,HHZ,1,98.0,,276.6,,15.41161682676
nc71116774,NC,MDC,2.0,EHZ,1,98.0,,300.5,,15.77856008454
nc71116774,NC,MMT,,EHZ,1,79.0,,221.6,,38.89598532468
nc71116974,NC,MCO,,EHZ,-1,159.0,,158.8,,2.442952537402
nc71116974,NC,MGPB,,EHZ,-1,155.0,,240.5,,3.03006174985
nc71116974,NC,MDR,2.0,EHZ,-1,153.0,,93.0,,3.281362283966
nc71116974,CI,MLAC,,HHZ,-1,152.0,,107.6,,3.421467891482
nc71116974,NC,MLC,,EHZ,-1,142.0,,230.7,,4.81474032178
nc71116974,NC,MCV,,EHZ,-1,131.0,,144.9,,6.72173331297
nc71118679,NC,MCO,,EHZ,-1,160.0,,120.3,,2.54080407281
nc71118679,NC,MCS,,EHZ,-1,155.0,,329.8,,3.134584980854
nc71118679,NC,MLC,,EHZ,-1,155.0,,229.8,,3.1690554081
nc71118679,CI,MLAC,,HHZ,-1,146.0,,90.4,,4.571223432526001
nc71118679,NC,MMX1,,HN3,1,135.0,,256.8,,6.52158244509
nc71118679,NC,MCV,,EHZ,-1,133.0,,131.0,,6.86072697122
nc71118679,NC,MLH,,EHZ,1,126.0,,50.2,,8.355186784724
nc71118679,NC,MINS,,HHZ,1,108.0,,279.7,,15.50057276804
nc71118679,NC,MDC,2.0,EHZ,1,107.0,,303.1,,16.18998131296
nc71119289,NC,MCB,,HHZ,1,166.0,,288.8,,0.8855563954424001
nc71119289,NC,MLC,,EHZ,-1,128.0,,216.7,,4.11977203053
nc71119289,NC,MLH,,EHZ,1,107.0,,57.3,,7.575710349257999
nc71120694,NC,MLC,,EHZ,1,149.0,,258.8,,2.230570227596
nc71120694,NC,MCO,,EHZ,1,147.0,,82.2,,2.455183979328
nc71120694,NC,MCB,,HHZ,1,140.0,,350.0,,3.201301936814
nc71122324,NC,MMP,,EHZ,1,147.0,,161.5,,2.298399132822
nc71122324,NC,MQ1P,,EHZ,1,147.0,,143.1,,2.300623031354
nc71122324,NC,MINS,,HHZ,-1,135.0,,322.2,,3.438147130472
nc71122324,NC,MDPB,,HHZ,1,131.0,,275.0,,3.752828772750001
nc71122324,NC,MDC,2.0,EHZ,1,103.0,,357.3,,8.930064555246
nc71122324,NC,MMT,,EHZ,-1,77.0,,204.1,,30.81211416086
nc71122559,NC,MMP,,EHZ,-1,136.0,,151.1,,2.300623031354
nc71122559,NC,MQ1P,,EHZ,1,135.0,,133.5,,2.432944994008
nc71122559,NC,MINS,,HHZ,1,123.0,,329.1,,3.359198732586
nc71122559,NC,MDPB,,HHZ,-1,123.0,,278.4,,3.392557210566
nc71122559,NC,MDC,2.0,EHZ,1,94.0,,359.7,,9.086849401752
nc71122564,NC,MMP,,EHZ,-1,115.0,,147.9,,2.61864052143
nc71122564,NC,MQ1P,,EHZ,-1,113.0,,132.6,,2.775425367936
nc71122564,NC,MINS,,HHZ,1,111.0,,331.6,,3.043405141042
nc71122564,NC,MDPB,,HHZ,1,110.0,,275.4,,3.090107010214
nc71123009,NC,MCV,,EHZ,1,150.0,,203.3,,2.91886682325
nc71123009,NC,MDR,2.0,EHZ,-1,147.0,,326.5,,3.171279306632
nc71123009,NC,MCO,,EHZ,-1,139.0,,277.4,,4.179817290894
nc71123009,NC,MLC,,EHZ,1,114.0,,268.5,,8.769943860942
nc71123139,NC,MCV,,EHZ,-1,136.0,,359.0,,4.59235046858
nc71123139,NC,MCO,,EHZ,-1,115.0,,338.6,,8.38965721197
nc71123139,CI,MLAC,,HHZ,-1,113.0,,355.6,,9.075729909092
nc71123139,NC,MDR,2.0,EHZ,-1,110.0,,356.1,,9.93526669171
nc71123139,NC,MLC,,EHZ,-1,109.0,,312.6,,10.432308013612
nc71123139,NC,MGPB,,EHZ,1,107.0,,322.6,,10.834833647904
nc71123139,NC,MCB,,HHZ,1,100.0,,330.4,,12.231441926
nc71123139,NC,MCS,,EHZ,1,99.0,,330.0,,13.63249800116
nc71123139,NC,MMX1,,HN3,-1,99.0,,303.3,,13.88824633234
nc71123139,NC,MLH,,EHZ,1,99.0,,4.6,,14.46645995066
nc71123139,NC,MEM,,EHZ,-1,98.0,,323.0,,16.334534717540002
nc71123139,NC,MMP,,EHZ,1,96.0,,291.1,,18.96985447796
nc71123139,NC,MDY,,HHZ,1,95.0,,306.9,,20.28195461184
nc71123139,NC,MINS,,HHZ,-1,86.0,,299.8,,23.64004139516
nc71123139,NC,MDPB,,HHZ,-1,85.0,,292.9,,24.05146262358
nc71123139,NC,MDC,2.0,EHZ,-1,84.0,,313.6,,25.98625434642
nc71123139,NC,MMT,,EHZ,1,79.0,,238.4,,36.5275333881
nc71123184,NC,MCO,,EHZ,-1,112.0,,341.5,,16.979465291820002
nc71123184,NC,MLC,,EHZ,1,111.0,,327.0,,18.31380441102
nc71123184,NC,MDR,2.0,EHZ,-1,110.0,,350.7,,18.44723832294
nc71123184,NC,MCB,,HHZ,1,107.0,,336.2,,20.69337584026
nc71123184,NC,MMX1,,HN3,-1,106.0,,318.9,,21.149275039320003
nc71123184,NC,MCS,,EHZ,1,105.0,,335.5,,22.0721929301
nc71123184,NC,MLH,,EHZ,-1,104.0,,357.1,,22.7393624897
nc71123184,NC,MQ1P,,EHZ,1,103.0,,308.6,,24.77422964648
nc71123184,NC,MDPB,,HHZ,1,99.0,,305.8,,30.16718358658
nc71123184,NC,MDC,2.0,EHZ,1,97.0,,321.2,,33.66982377448
nc71123184,NC,MMT,,EHZ,1,96.0,,252.0,,35.17095528358001
nc71123319,NP,1576,10.0,HNZ,1,129.0,,7.7,,7.905959281259999
nc71123319,NC,MCV,,EHZ,-1,116.0,,330.8,,11.58651135172
nc71123319,CI,MLAC,,HHZ,-1,108.0,,336.7,,15.86751602582
nc71123319,NC,MCO,,EHZ,-1,108.0,,327.1,,15.88975501114
nc71123319,NC,MDR,2.0,EHZ,-1,107.0,,338.0,,16.65700000468
nc71123319,NC,MLC,,EHZ,-1,106.0,,313.5,,18.2915654257
nc71123319,NC,MGPB,,EHZ,-1,105.0,,319.3,,18.64738919082
nc71123319,NC,MCB,,HHZ,-1,104.0,,324.3,,19.91501135406
nc71123319,NC,MLH,,EHZ,-1,103.0,,347.5,,20.41538852376
nc71123319,NC,MCS,,EHZ,-1,102.0,,324.4,,21.31606742922
nc71123319,NC,MMX1,,HN3,-1,101.0,,307.5,,21.64965220902
nc71123319,NC,MEM,,EHZ,-1,99.0,,320.4,,24.14041856486
nc71123324,NC,MCB,,HNZ,-1,165.0,,9.9,,1.6979465291820002
nc71123324,NC,MCO,,EHZ,1,151.0,,109.3,,3.4804012025800004
nc71123324,NC,MDH1,,DP1,-1,137.0,,352.3,,5.64870227128
nc71123324,NC,MMP,,EHZ,1,113.0,,259.1,,11.55315287374
nc71123324,NC,MDPB,,HHZ,1,105.0,,271.2,,15.82303805518
nc71123324,NC,MMT,,EHZ,1,91.0,,221.3,,37.42821229356
nc71123339,NC,MLC,,EHZ,-1,106.0,,321.8,,13.15435981678
nc71123339,NC,MMX1,,HN3,1,104.0,,312.1,,16.26781776158
nc71123369,NC,MTU,2.0,EHZ,1,137.0,,216.0,,6.8263
nc71123369,NC,MFB,,EHZ,1,130.0,,69.4,,8.403
nc71123369,NC,MCD,,EHZ,-1,110.0,,22.1,,17.4131
nc71123369,NP,1589,10.0,HNZ,1,110.0,,105.6,,17.402
nc71123369,NC,MCV,,EHZ,1,95.0,,307.3,,34.4927
nc71123369,NC,MLC,,EHZ,1,93.0,,303.7,,42.1318
nc71123369,NC,MDPB,,HHZ,1,90.0,,297.4,,55.7976
nc71123369,NC,MMT,,EHZ,1,90.0,,267.3,,58.6887
nc71123369,BK,TOLH,0.0,HHZ,1,87.0,,238.7,,96.2392
nc71123444,NC,MMP,,EHZ,-1,175.0,,245.0,,0.6039
nc71123444,NC,MDPB,,HHZ,1,144.0,,294.2,,5.5008
nc71123444,NC,MMX1,,HN3,1,143.0,,84.1,,5.5698
nc71123444,NC,MINS,,HHZ,-1,142.0,,323.9,,5.7454
nc71123444,NC,MLC,,EHZ,1,126.0,,89.9,,9.4682
nc71123444,NC,MGPB,,EHZ,1,122.0,,81.5,,10.6769
nc71123444,NC,MCB,,HHZ,1,119.0,,71.9,,11.6643
nc71123444,NC,MCO,,EHZ,1,113.0,,86.8,,14.1106
nc71123444,CI,MLAC,,HHZ,-1,111.0,,82.9,,16.5903
nc71123444,NC,MDR,2.0,EHZ,1,110.0,,80.0,,16.7237
nc71123444,NC,MCV,,EHZ,1,110.0,,98.1,,17.2575
nc71123444,NC,MMT,,EHZ,-1,97.0,,207.9,,29.6446
nc71123444,NC,MPR,,EHZ,-1,88.0,,284.1,,90.0123
nc71123579,NC,MCV,,EHZ,-1,114.0,,242.4,,4.559
nc71123579,NC,MDR,2.0,EHZ,1,106.0,,304.8,,5.6443
nc71123579,NC,MLC,,EHZ,-1,90.0,,271.7,,11.6532
nc71123894,BK,TOLH,0.0,HHZ,1,86.0,,243.8,,103.9895
nc71123894,NC,MFB,,EHZ,-1,132.0,,335.8,,7.7136
nc71123894,NC,MTU,2.0,EHZ,1,111.0,,264.6,,15.1559
nc71123894,NC,MCD,,EHZ,1,105.0,,347.6,,20.6934
nc71123894,NC,MRC,,EHZ,-1,94.0,,343.7,,35.6157
nc71123894,NC,MCV,,EHZ,1,92.0,,303.0,,45.9013
nc71123894,NC,MDR,2.0,EHZ,1,91.0,,307.9,,49.4484
nc71123894,NC,MLH,,EHZ,1,91.0,,313.2,,50.9495
nc71123894,NC,MGPB,,EHZ,-1,90.0,,302.9,,53.5404
nc71123894,NC,MLC,,EHZ,1,90.0,,300.9,,53.6627
nc71123894,NC,MEM,,EHZ,1,90.0,,304.8,,58.7109
nc71123894,NC,MDPB,,HHZ,1,89.0,,296.3,,67.5064
nc71123894,NC,MMT,,EHZ,1,89.0,,271.2,,69.697
nc71123894,BK,MMI,0.0,HHZ,-1,85.0,,273.3,,119.7569
nc71123894,NC,MMI,,EHZ,1,85.0,,273.3,,119.7569
nc71123894,NP,1589,10.0,HNZ,1,142.0,,96.0,,5.7388
nc71123894,NC,MCS,,EHZ,-1,90.0,,305.5,,55.5307
nc71123894,NC,MPR,,EHZ,1,83.0,,289.3,,151.2251
nc71123914,NC,MMX1,,HN3,1,161.0,,52.6,,2.3407
nc71123914,NC,MQ1P,,EHZ,1,151.0,,284.8,,3.695
nc71123914,NC,MMP,,EHZ,1,148.0,,278.1,,4.2688
nc71123914,NC,MLC,,EHZ,1,138.0,,81.5,,5.8522
nc71123914,NC,MGPB,,EHZ,1,131.0,,70.6,,7.2944
nc71123914,NC,MCS,,EHZ,1,125.0,,49.6,,8.6832
nc71123914,NC,MINS,,HHZ,1,124.0,,308.0,,8.9512
nc71123914,NC,MDPB,,HHZ,1,123.0,,289.7,,9.2347
nc71123914,NC,MCO,,EHZ,1,119.0,,81.0,,10.5357
nc71123914,NC,MDC,2.0,EHZ,-1,110.0,,335.4,,12.8764
nc71123914,CI,MLAC,,HHZ,1,110.0,,77.3,,13.0988
nc71123914,NC,MDR,2.0,EHZ,1,110.0,,73.6,,13.3323
nc71123914,NC,MCV,,EHZ,1,110.0,,96.7,,13.4991
nc71123914,NC,MBS1,,EP1,-1,106.0,,10.4,,17.68
nc71123914,NC,MMT,,EHZ,-1,94.0,,214.7,,30.8455
nc71123919,NC,MCV,,EHZ,-1,144.0,,358.1,,8.443
nc71123919,NC,MCO,,EHZ,-1,130.0,,344.4,,12.098
nc71123919,NC,MLC,,EHZ,-1,128.0,,324.2,,13.4435
nc71123919,NC,MGPB,,EHZ,-1,127.0,,331.5,,14.1774
nc71123919,NC,MMX1,,HN3,-1,124.0,,314.2,,16.4568
nc71123919,NC,MCB,,HHZ,-1,125.0,,336.7,,15.7674
nc71123919,NC,MDPB,,HHZ,-1,111.0,,300.6,,25.9529
nc71123919,NC,MMT,,EHZ,1,104.0,,243.9,,34.8374
nc71123919,NC,MEM,,EHZ,-1,119.0,,329.4,,19.637
nc71123919,NC,MMLB,,HHZ,1,117.0,,320.2,,21.027
nc71123919,NC,MDC,2.0,EHZ,-1,108.0,,318.9,,28.8996
nc71123919,NC,MMI,,EHZ,1,91.0,,262.9,,81.8728
nc71123919,BK,TOLH,0.0,HHZ,-1,91.0,,221.2,,83.1182
nc71124174,NC,MCO,,EHZ,-1,162.0,,181.9,,2.0371
nc71124174,NC,MDR,2.0,EHZ,1,160.0,,88.3,,2.3218
nc71124174,NC,MCB,,HHZ,-1,153.0,,284.4,,3.159
nc71124174,NC,MLC,,EHZ,-1,138.0,,239.1,,5.4619
nc71124174,NC,MLH,,EHZ,1,134.0,,42.2,,6.188
nc71124174,NC,MMP,,EHZ,1,105.0,,258.2,,15.0224
nc71124174,NC,MDC,2.0,EHZ,-1,103.0,,297.0,,17.7689
nc71124434,NC,MCV,,EHZ,-1,112.0,,57.7,,4.9793
nc71124434,NC,MCO,,EHZ,-1,106.0,,11.8,,5.9901
nc71124434,NC,MLC,,EHZ,-1,106.0,,326.5,,6.1268
nc71124434,NC,MGPB,,EHZ,1,101.0,,341.0,,7.0375
nc71124434,NC,MDR,2.0,EHZ,-1,97.0,,24.3,,8.751
nc71124434,NC,MLH,,EHZ,1,89.0,,23.5,,13.6214
nc71124589,NC,MCV,,EHZ,-1,164.0,,184.9,,0.6284
nc71124879,NC,MCV,,EHZ,-1,137.0,,3.2,,4.0608
nc71124879,NC,MCO,,EHZ,-1,115.0,,339.3,,7.777
nc71124879,NC,MDR,2.0,EHZ,-1,109.0,,357.7,,9.3826
nc71124879,NC,MLC,,EHZ,-1,107.0,,311.5,,9.843
nc71124879,NC,MGPB,,EHZ,1,106.0,,322.2,,10.221
nc71125114,NC,MLC,,EHZ,1,164.0,,62.9,,1.6568
nc71125114,NC,MGPB,,EHZ,1,148.0,,48.0,,3.4515
nc71125114,NC,MCB,,HHZ,1,135.0,,35.5,,5.3329
nc71125114,NC,MEM,,EHZ,1,126.0,,354.2,,6.774
nc71125114,NC,MCV,,EHZ,-1,116.0,,100.6,,9.2447
nc71125114,NC,MDR,2.0,EHZ,1,116.0,,66.8,,9.227
nc71125114,NC,MINS,,HHZ,-1,103.0,,295.4,,12.5873
nc71125114,NC,MDPB,,HHZ,-1,102.0,,283.0,,13.3545
nc71125114,NC,MCS,,EHZ,1,131.0,,22.7,,5.9667
nc71125114,NC,MMT,,EHZ,1,93.0,,220.7,,33.5809
nc71125294,NC,MRC,,EHZ,1,109.0,,10.7,,28.2769
nc71125294,NC,MCV,,EHZ,1,107.0,,308.7,,29.6668
nc71125294,NC,MCO,,EHZ,1,105.0,,309.8,,34.0145
nc71125294,NC,MLC,,EHZ,1,103.0,,304.4,,37.2614
nc71125294,NC,MMT,,EHZ,-1,96.0,,264.6,,54.53
nc71125294,BK,MMI,0.0,HHZ,-1,88.0,,270.1,,104.2119
nc71125294,NC,MMI,,EHZ,1,88.0,,270.1,,104.2119
nc71125294,NC,MPR,,EHZ,1,86.0,,288.8,,134.6571
nc71125464,NC,MCS,,EHZ,-1,157.0,,98.2,,2.1761
nc71125464,NC,MDH1,,DP1,1,148.0,,37.4,,3.0912
nc71125464,NC,MGPB,,EHZ,-1,139.0,,145.6,,4.2532
nc71125464,NC,MLC,,EHZ,1,132.0,,165.5,,5.225
nc71125464,NC,MCO,,EHZ,-1,120.0,,126.0,,7.3233
nc71125464,NC,MDR,2.0,EHZ,-1,115.0,,104.8,,8.6054
nc71125464,NC,MMP,,EHZ,-1,109.0,,238.5,,10.1988
nc71125464,NC,MINS,,HHZ,1,105.0,,267.9,,11.5532
nc71125959,NC,MCV,,EHZ,-1,160.0,,87.2,,1.5823
nc71125959,NC,MLC,,EHZ,-1,117.0,,292.9,,6.5394
nc71125974,NC,MCV,,EHZ,1,99.0,,9.7,,12.2426
nc71125974,NC,MLC,,EHZ,1,98.0,,339.2,,15.5339
nc71125974,NC,MDR,2.0,EHZ,1,97.0,,4.9,,17.4465
nc71125974,NC,MLH,,EHZ,1,86.0,,8.6,,22.1389
nc71125974,NC,MMT,,EHZ,1,80.0,,248.0,,31.2124
nc71125974,NP,1576,10.0,HNZ,-1,99.0,,41.9,,13.1877
nc71125974,NC,MCO,,EHZ,1,98.0,,356.6,,15.3115
nc71125974,NC,MDPB,,HHZ,1,83.0,,310.1,,26.1197
nc71125984,NC,MCO,,EHZ,1,125.0,,318.6,,10.9683
nc71125984,NC,MDR,2.0,EHZ,-1,124.0,,334.8,,11.4086
nc71125984,NC,MLC,,EHZ,-1,117.0,,302.2,,14.0328
nc71125984,NC,MGPB,,EHZ,1,117.0,,310.0,,14.055
nc71125984,NC,MLH,,EHZ,-1,116.0,,348.5,,15.1336
nc71125984,NC,MCS,,EHZ,-1,114.0,,318.0,,16.4568
nc71125984,NC,MMLB,,HHZ,-1,107.0,,306.0,,21.6163
nc71125984,NC,MDPB,,HHZ,-1,101.0,,290.3,,28.1101
nc71125984,NC,MTU,2.0,EHZ,-1,101.0,,138.0,,28.6994
nc71125984,NC,MDC,2.0,EHZ,-1,100.0,,308.6,,29.4222
nc71125984,NC,MMT,,EHZ,1,95.0,,242.0,,39.9746
nc71125984,BK,MMI,0.0,HHZ,1,89.0,,261.0,,86.3206
nc71125984,NC,MEM,,EHZ,1,110.0,,313.9,,19.4369
nc71125984,BK,TOLH,0.0,HHZ,-1,88.0,,221.7,,88.3555
nc71126004,NC,MCV,,EHZ,1,140.0,,320.1,,6.8162
nc71126004,CI,MLAC,,HHZ,-1,125.0,,332.8,,10.8915
nc71126004,NC,MLC,,EHZ,1,116.0,,302.8,,14.2441
nc71126004,NC,MMP,,EHZ,-1,104.0,,288.7,,23.2286
nc71126004,NC,MINS,,HHZ,1,101.0,,296.5,,27.732
nc71126004,NC,MDPB,,HHZ,1,101.0,,290.7,,28.2769
nc71126004,NC,MDC,2.0,EHZ,1,99.0,,308.8,,29.6446
nc71126004,BK,MMI,0.0,HHZ,1,89.0,,261.1,,86.3873
nc71126004,NC,MDR,2.0,EHZ,-1,122.0,,334.8,,11.6532
nc71126004,NC,MRC,,EHZ,1,101.0,,58.7,,28.099
nc71126004,NC,MTU,2.0,EHZ,-1,100.0,,137.8,,28.4659
nc71126004,NC,MMT,,EHZ,1,95.0,,242.4,,39.9635
nc71126114,NC,MCV,,EHZ,1,92.0,,16.9,,12.8986
nc71126114,NC,MGPB,,EHZ,1,94.0,,350.5,,16.5792
nc71126114,NC,MDR,2.0,EHZ,1,85.0,,10.1,,17.9469
nc71126114,NC,MQ1P,,EHZ,-1,84.0,,318.5,,19.9039
nc71126114,NC,MMP,,EHZ,-1,84.0,,316.5,,20.0929
nc71126114,NC,MDY,,HHZ,1,83.0,,328.2,,23.451
nc71126114,NC,MDPB,,HHZ,-1,82.0,,313.0,,25.0411
nc71126114,NC,MINS,,HHZ,-1,81.0,,319.4,,25.6304
nc71126114,NC,MMT,,EHZ,1,79.0,,247.3,,29.5556
nc71126114,NC,MDC,2.0,EHZ,-1,78.0,,329.8,,29.7113
nc71126114,NC,MTU,2.0,EHZ,-1,78.0,,117.1,,30.6564
nc71126244,NC,MCO,,EHZ,-1,162.0,,343.6,,1.8514
nc71126244,NC,MDR,2.0,EHZ,1,142.0,,25.6,,4.3055
nc71126244,NC,MLC,,EHZ,-1,136.0,,281.2,,5.2451
nc71126249,NC,MCS,,EHZ,1,163.0,,161.2,,1.2465
nc71126249,NC,MDH,,HNZ,1,159.0,,4.8,,1.5879
nc71126249,NC,MDH1,1.0,DP1,1,159.0,,4.8,,1.5879
nc71126249,NC,MEM,,EHZ,-1,147.0,,271.3,,2.5986
nc71126249,NC,MGPB,,EHZ,1,129.0,,171.5,,4.4244
nc71126249,NC,MLC,,EHZ,1,119.0,,184.2,,5.9423
nc71126249,NC,MMLB,,HHZ,-1,118.0,,263.3,,6.1068
nc71126249,NC,MCO,,EHZ,-1,115.0,,141.1,,6.6439
nc71126249,NC,MDR,2.0,EHZ,-1,112.0,,115.0,,7.2477
nc71126249,CI,MLAC,,HHZ,-1,110.0,,121.0,,7.6391
nc71126249,NC,MCV,,EHZ,-1,100.0,,139.5,,11.0272
nc71126249,NC,MDC,2.0,EHZ,-1,92.0,,293.0,,12.5984
nc71126249,NC,MDPB,,HHZ,-1,93.0,,256.1,,15.3671
nc71126249,NC,MDY,,HHZ,-1,106.0,,264.7,,9.0235
nc71126249,NC,MCY,,EHZ,-1,100.0,,256.5,,10.7803
nc71126249,NC,MQ1P,,EHZ,1,98.0,,239.1,,11.4086
nc71126249,NC,MMP,,EHZ,1,92.0,,239.3,,12.1425
nc71126249,NC,MINS,,HHZ,-1,92.0,,264.4,,13.3545
nc71126464,NC,MCV,,EHZ,-1,106.0,,8.5,,11.0795
nc71126464,NC,MCO,,EHZ,-1,98.0,,354.6,,14.233
nc71126464,CI,MLAC,,HHZ,1,98.0,,3.8,,15.445
nc71126464,NC,MGPB,,EHZ,1,98.0,,342.1,,15.723
nc71126464,NC,MDR,2.0,EHZ,-1,97.0,,3.7,,16.3123
nc71126464,NC,MCS,,EHZ,1,96.0,,344.3,,18.8587
nc71126464,NC,MLH,,EHZ,-1,94.0,,7.9,,20.9825
nc71126464,NC,MMLB,,HHZ,1,86.0,,328.2,,21.9388
nc71126464,NC,MDPB,,HHZ,1,84.0,,307.6,,25.7527
nc71126464,NC,MMT,,EHZ,1,80.0,,246.5,,32.0353
nc71126464,BK,MMI,0.0,HHZ,-1,78.0,,264.5,,79.6823
nc71126544,NC,MCO,,EHZ,-1,161.0,,117.9,,2.3829
nc71126544,NC,MDR,2.0,EHZ,1,147.0,,77.5,,4.6068
nc71126544,NC,MLC,,EHZ,1,156.0,,233.2,,3.1346
nc71126544,NC,MCV,,EHZ,1,135.0,,130.4,,6.6862
nc71126544,NC,MLH,,EHZ,1,128.0,,48.9,,8.3952
nc71126544,NC,MINS,,HHZ,1,109.0,,280.2,,15.6118
nc71126544,NC,MDC,2.0,EHZ,1,108.0,,303.4,,16.3457
nc71126544,NC,MDPB,,HHZ,1,108.0,,271.3,,17.0017
nc71126649,NC,MLC,,EHZ,1,150.0,,114.9,,3.7651
nc71126649,NC,MEM,,EHZ,1,145.0,,15.8,,4.5835
nc71126649,NC,MCS,,EHZ,1,140.0,,53.2,,5.3073
nc71126649,NC,MCO,,EHZ,1,127.0,,95.8,,8.0794
nc71126649,NC,MDC,2.0,EHZ,1,110.0,,320.2,,12.0758
nc71126649,NC,MDH1,,DP1,-1,131.0,,33.8,,7.1454
nc71126749,NC,MCV,,EHZ,-1,107.0,,15.2,,8.5754
nc71126749,NC,MCO,,EHZ,-1,98.0,,356.4,,11.5087
nc71126749,NC,MLC,,EHZ,-1,96.0,,333.6,,11.9868
nc71126749,NC,MDR,2.0,EHZ,-1,92.0,,6.9,,13.6992
nc71126749,NC,MDH,,HNZ,-1,85.0,,345.4,,18.8475
nc71126944,NC,MCV,,EHZ,1,144.0,,182.0,,4.7914
nc71126944,NC,MLC,,EHZ,1,127.0,,253.2,,8.1239
nc71126944,NC,MDC,2.0,EHZ,-1,101.0,,294.3,,20.7601
nc71126999,NC,MCV,,EHZ,-1,121.0,,4.5,,7.2966
nc71126999,NC,MCO,,EHZ,-1,109.0,,347.1,,10.7626
nc71126999,NC,MLC,,EHZ,-1,101.0,,324.3,,11.9979
nc71126999,NC,MDR,2.0,EHZ,-1,101.0,,359.9,,12.5984
nc71126999,NC,MLH,,EHZ,1,98.0,,6.1,,17.2019
nc73473241,NC,MCV,,EHZ,-1,63.0,,1.9,,8.202849735282001
nc73473241,CI,MLAC,,HHZ,1,63.0,,358.5,,12.66510213974
nc73473241,NC,MLC,,EHZ,-1,63.0,,325.5,,12.93196996358
nc73473241,NC,MDR,2.0,EHZ,-1,63.0,,358.6,,13.52130307456
nc73473241,NC,MGPB,,EHZ,1,62.0,,333.0,,13.71033444978
nc73473241,NC,MQ1P,,EHZ,1,61.0,,302.9,,19.859413890760003
nc73473261,NC,MCV,,EHZ,-1,152.0,,266.0,,2.9021875842600005
nc73473261,NC,MDR,2.0,EHZ,1,128.0,,325.8,,6.196893259418
nc73473261,NC,MCO,,EHZ,-1,126.0,,297.2,,6.61053838637
nc73473261,NC,MCB,,HHZ,-1,110.0,,303.5,,10.620227439566
nc73473261,NC,MLC,,EHZ,1,110.0,,282.2,,10.743653808092
nc73473316,CI,MLAC,,HHZ,1,134.0,,348.9,,1.925896128712
nc73473316,NC,MCV,,EHZ,-1,122.0,,174.7,,2.57972229712
nc73473316,NC,MCO,,EHZ,1,118.0,,283.3,,2.823239186374
nc73473316,NC,MLC,,EHZ,1,80.0,,269.1,,7.369999735048001
nc73473316,NC,MLH,,EHZ,-1,80.0,,11.5,,7.408917959358
nc73473316,NC,MCS,,EHZ,1,80.0,,305.5,,8.001586918135999
nc73473316,NC,MDH1,1.0,DP1,1,79.0,,317.5,,10.039789922714
nc73473316,NC,MEM,,EHZ,1,79.0,,301.8,,11.18620961596
nc73473331,CI,MLAC,,HHZ,-1,134.0,,308.8,,5.717643125772
nc73473331,NC,MCO,,EHZ,1,126.0,,288.9,,7.225446330467999
nc73473331,NC,MLH,,EHZ,-1,117.0,,343.9,,9.311463153484
nc73473331,NC,MCB,,HHZ,-1,111.0,,297.8,,11.09725367468
nc73473331,NC,MLC,,EHZ,1,110.0,,277.9,,11.5642723664
nc73473331,NC,MQ1P,,EHZ,1,95.0,,274.6,,20.89352670814
nc73473331,NC,MMP,,EHZ,1,94.0,,273.6,,21.5162182971
nc73473331,NC,MBS1,,EP1,-1,90.0,,322.4,,22.89503538694
nc73473331,NC,MINS,,HHZ,1,90.0,,284.4,,25.09669493362
nc73473331,NC,MDC,2.0,EHZ,1,90.0,,298.9,,25.7972229712
nc73473331,NC,MRC,,EHZ,1,90.0,,71.0,,25.97513485376
nc73473331,NC,MDPB,,HHZ,1,90.0,,278.5,,26.21976369228
